acc_name,create_at,full_text,retweet_count,fav_count,follower_count
BangkokBankSme,2020-05-15 14:19:13,"เปิดพิมพ์เขียว! มาตรการฟื้นฟูเศรษฐกิจจากพิษ COVID-19 ภายใต้กรอบนโยบายการฟื้นฟูเศรษฐกิจและสังคมของประเทศในด้านต่างๆ วงเงิน 400,000 ล้านบาท 
#แผนฟื้นฟูเศรษฐกิจ #COVID19  #bangkokbank #bangkokbanksme #sme 
",3,6,17617
_Drivingplace,2020-05-15 14:18:57,"กลุ่มอีซูซุ สนับสนุน 5 ล้านบาท โครงการ “CU-RoboCOVID” มอบหุ่นยนต์และอุปกรณ์การแพทย์ในสถานการณ์ COVID-19
#autonews #ข่าวรถยนต์ #isuzuThailand #drivingplace #media #thailand
คลิก⬇️
",2,2,67
topidec,2020-05-15 14:18:35,@bbrightvc ขอบคุณนะครับที่ทำให้ช่วงcovid ยิ้มได้ครับ,0,0,2
platingtra,2020-05-15 14:17:36,"UVC Disinfection Robot

""TR-19 KILLER ROBOT""

Robot ฆ่าเชื้อโรค 99.99%
ฆ่าเชื้อโรค Covid-19 และเชื้อแบคทีเรีย ด้วยแสงจากหลอด UVC

ปิด-เปิด การทำงานของหลอด UVC อัตโนมัติ มีระบบความปลอดภัย Motion Sensor ควบคุมด้วย แอพพลิเคชั่น บนมือถือ

#Covid19 #Covid
#UVCDisinfectionRobot ",1,2,13
BuaUsa,2020-05-15 14:17:36,"ราชกิจจาฯ เผยแพร่ ประกาศสธ. ยกเลิก ""เกาหลี-จีน-มาเก๊า-ฮ่องกง"" เป็นเขตติดโรคติดต่ออันตราย มีผลพรุ่งนี้ #โควิด19 #COVID
",1,0,6114
ssuchanyaa_sn,2020-05-15 14:16:33,"ใจนึงก็อยากดูตอนจบ เเต่อีกใจก็ไม่อยากให้จบ
ขอบคุณซีรีย์เรื่องนี้ที่เข้ามาในชีวิตในช่วงcovid ถ้าไม่งั้นคงไม่มีโอกาสได้เปิด TV นั่งรออย่างงี้เเน่ๆ เมื่อก่อนจะรอคอยวันศุกร์เวลา 21:30 น. ตอนนี้ซีรีย์ถึงตอนจบเเล้ว เเต่ก็ยังหวังนะคะว่าจะมีss2
ถ้าขอพรได้ก็อยากขอให้มี ss2 นะ
#คั่นกูตอบจบ ",0,1,112
Atatiyitttt,2020-05-15 14:11:52,@bblovealone ช่ายค่าา คือแบบทุกอย่ามโนเอาเองไปหมดอ่าค่ะ ตลกสุดคืออันนี้โอ้ยยยคิดได้เนอะ covidนะไม่ใช่รถโดยสารแบบไกลหน่อยละไม่ไป ,2,2,26
numnum86520329,2020-05-15 14:11:09,ฝรั่งเหมาปั๊มน้ำมันที่ป่าตอง แจกชาวบ้านเติมฟรี คนขี่ จยย. ต่อคิวหลายกิโลเมตร ,0,0,196
Notshow111,2020-05-15 14:10:07,"อัพเดตล่าสุด...รองนายกฯและรมว.สาธารณสุขได้เซ็นให้ จีน-เกาหลีใต้-มาเก๊า-ฮ่องกง ออกจากเขตติดโรคติดต่อโควิด19แล้ว รอประกาศในราชกิจจานุเบกษาต่อไป
#อยู่บ้านหยุดเชื้อเพื่อชาติ
#covid_19",0,0,22
Value_Talk,2020-05-15 14:09:26,"ซึ่งผมจะนำมาถ่ายทอดให้ในโพสต์หน้าครับ) 

การระบาดของเชื้อ #COVID19 (หมายเหตุ ทางวิชาการ เขาเรียกตัวเชื้อว่า #SARS -CoV-2 ส่วนโรคที่เกิดเรียก COVID-19 -- เหมือนเชื้อ #HIV ทำให้เกิดโรค  #AIDS ผมคิดว่า มีอยู่หลายประเด็นที่คนทั่วไปควรทราบ เพราะเป็นเรื่องใกล้ตัวมาก (2/24)",0,0,8958
Manattikar,2020-05-15 14:09:20,"ศุกร์นี้เป็นศุกร์สุดท้ายแล้วนะที่เราจะตั้งตารอซีรีส์เรื่องนี้
ขอบคุณซีรีส์เรื่องนี้ที่มาเป็นหนึ่งในความสุขของเราในช่วง Covid-19
ขอบคุณทีมงานและนักแสดงทุกคนที่ทำให้ซีรีส์นี้ออกมาดีที่สุด
ขอบคุณนักเขียนนิยายเรื่องนี้ที่ให้นำมาทำเป็นซีรีส์
Thank you 2getherTheSeries 
#คั่นกูตอนจบ ",145,125,33
chalit_b,2020-05-15 14:06:52,@_champion9 ขอบคุณที่ทำให้มีความสุขในช่วงวิกฤต covid ที่ผ่านมาตลอด 2 เดือน ที่ไม่ได้ทำงาน แปลกนะซีรีย์จบปุ๊บ ที่ทำงานเริ่มให้ทำงานได้ เหมือนหยุดให้ดูซีรีย์เรื่องนี้โดยเฉพาะเลย ครับ @bbrightvc  @winmetawin  #คั่นกูตอบจบ,2,1,3
JuneyJuneJuney,2020-05-15 14:06:10,มันถึงวันนี้แล้วจริงๆ ใจหายมาก รอยยิ้มของน้องวิน คือพลังบวกที่มีค่าที่สุด ตั้งแต่เกิด Covid แล้วต้อง WFH อย่างเหงาๆ ถือเป็นกำลังใจให้ชีวิตมนุษย์เงินเดือนคนนี้มาก ขอให้น้องเติบโตในเส้นทางนี้ต่อไปนะครับ  #คั่นกูตอนจบ ,52,42,13
AoodSumrit,2020-05-15 14:06:05,"#เอื้อเฟื้อยามวิกฤติ #สู้ไปด้วยกัน
โครงการส่วนตัว เอื้อเฟื้อยามวิกฤติ สู้ Covid 19 ครั้งที่ 8 แล้ว
เสร็จเรียบร้อยสัปดาห์นี้ ให้แม่ทำแกงเส้นแจกคนในหมู่บ้านที่ผ่านไปผ่านมาแถวบ้านแม่ที่บ้านสามพร้าว จ.อุดร จำนวน 100 ถุง
#Covid19 ",0,0,230
uthaisak,2020-05-15 14:02:52,UNCTAD มองโลกหลังโควิด-19 จากสถิติ (ตอน1): การค้าหดตัว ท่องเที่ยว การบินวิกฤติ ภาคธนาคารเสี่ยงสูง ,0,0,301
uthaisak,2020-05-15 14:01:31,สิ่งที่ “ธนินท์ เจียรวนนท์” อยากให้โลกรู้ - รัฐบาลทำ ,0,1,301
LuvPalitchoke,2020-05-15 13:59:42,@6packPeck Wfh และติด covid ไม่ได้ไปไหนหรอกนุช หายไปกับงานท่วมหัวและซีรี่ย์55,2,1,232
FocusStock,2020-05-15 13:59:00,"ACE โชว์งบ Q1 อลังการสุดกลุ่มไฟฟ้า สยบ COVID-19 กำไรเติบโต 347%บอร์ดใจป้ำจ่ายปันผลระหว่างกาล 0.03บาท ฟันธงปีนี้โตแรง พร้อมประมูลโรงไฟฟ้า ชุมชนดันเติบโตรอบใหญ่

อ่านต่อได้ที่ ",0,0,109
econpolthai,2020-05-15 13:58:20,ข้อกำหนด ออกตามความในมาตรา 9 แห่งพระราชกำหนดการบริหารราชการในสถานการณ์ฉุกเฉิน พ.ศ. 2548 (ฉบับที่ 7) ผ่อนคลายการบังคับใช้บางมาตรการในการป้องกันการแพร่ระบาดของ COVID-19 เช่น ปรับเวลาเคอร์ฟิว ผ่อนคลายให้ทำกิจกรรมบางอย่างอาทิ การเปิดห้างสรรพสินค้า กิจกรรมออกกำลังกายและการดูแลสุขภาพ ,0,0,54
Jungsu1004,2020-05-15 13:56:11,สูสีกับbt21  - BTS กำลังพลิกฟื้นอุตสาหกรรมค้าปลีก ที่ซบเซาไปเพราะ Covid-19 ,0,0,540
ashangman,2020-05-15 13:54:04,"Covid Memory EP07 ขี่ไปบ่นไป ฝึกพากษย์ไปด้วยจ้า
",0,0,9
uthaisak,2020-05-15 13:53:56,TDRI  ชวนคิด New Normal ของการศึกษาไทยคืออะไร เมื่อการเรียนทางไกลไม่ใช่คำตอบ ,0,0,301
thethairef,2020-05-15 13:52:04,คณะสงฆ์จังหวัดตราดจัดตั้งโรงทานตามพระดำริของสมเด็จพระอริยวงศาคตญาณ สมเด็จพระสังฆราช สกลมหาสังฆปริณายก แจกจ่ายสิ่งของให้กับประชาชนที่ได้รับผลกระทบจาก COVID – 19 ,186,108,64
brandinsideasia,2020-05-15 13:50:43,วิกฤตขยะพลาสติก บริการเดลิเวอรี่อาหารทำปริมาณขยะพลาสติกในกรุงเทพฯ เพิ่มขึ้นกว่า 62% ,8,4,23092
j_sunsun1995,2020-05-15 13:49:45,ทั้งหมดจะมี 7 week นะคะ แต่ละวีคแบ่งเป็น 4 บท สำหรับใครสนใจ สามารถกดลิงค์แล้วเลือกหลักสูตร chinese for beginners ได้เลยค่ะ หมดเขตเร็วๆนี้นะคะ รีบๆเลย555555 ,1,2,11
dreamminee1,2020-05-15 13:46:53,ฝากซื้อสติ๊กเกอร์ไลน์fight with COVID-19 ชื่อสติ๊กเกอร์ร่วมใจต้านภัยโควิด-19 ทุกยอดจะบริจาคให้มูลนิธิโรงพยาบาลราชวิถีโดยไม่หักค่าใช้จ่ายนะคะ ไปช่วยกันอุดหนุนด้วยน้าา มาบอกบุญค่าา  ไปช่วยกันนะ สติ๊กเกอร์น่ารักมากกกก ,2,2,98
kochaporn_pr,2020-05-15 13:46:36,"สนง.ใกล้ล่ะ เสร็จทีละอย่าง‍


#สอบถามเช็คเบี้ย #ประกันภัยรถยนต์, #พ.ร.บ., #ภาษีรถ #ประกันชีวิต #ประกันการเดินทาง #ประกันอัคคีภัย #พรบ.#โควิด#โควิด-19#Covid
โทร&amp;ไอดีไลน์ : 0991598864, 0811408086, 0946701771
ยินดีให้คำปรึกษา ทุกการตัดสินใจขึ้นอยู่กับคุณค่ะ ",0,1,143
sonata051239,2020-05-15 13:44:08,"Hi Covid-19 Dairy Day - 3

วันนี้ก็ได้นอนเต็มอิมอยู่ แต่ก็ยังมี สะดุ้งตื่นตอน ตีสาม สงสัยยังไม่ชิน

วันนี้ที่ออฟฟิตมีทำอารเลี้ยงตอนเย็นด้วยละ ประหยัดเข้าเบ็น เย้ๆๆ

แต่วันนี้รู้สึกตัวร้อนๆ และก็เหนื่อย สงสัย ที่นั้นเปิดแอร์เย็นไปหน่อย

หวังว่าจะไม่ติดโครวิตนะ

",1,2,1
Aiemchaonua,2020-05-15 13:43:28,ความสุขวันศุกร์ช่วง covid-19 ของช้านนนนนนนจะจบแล้วอ่ะ ซีรี่ย์yเรื่องแรกของช้านนนน #คั่นกูตอนจบ #รักจังเลยได้ยินป่าว #bbtightvc #winmetawin #คั่นกูตอนจบ #คั่นกูตอนจบ,1,1,8
KI36bsxg8ozf6bg,2020-05-15 13:40:11,"@Nong_Maliwan2 @ThaiPBS พวกเราชาวไทยต้องช่วยกัน สถานการณ์ Covid-19 จะดีขึ้น ครับ
#ทีมประเทศไทย",0,0,23
singtho1313,2020-05-15 13:39:40,"#Covid​ -19
New Normal” หรือ “ความปกติใหม่ในวิถีชีวิต” ซึ่งเป็นการเปลี่ยนแปลงที่ส่งผลต่อรูปแบบการดำเนินชีวิตใหม่ของเราทุกคนภายหลังวิกฤต COVID-19 ",0,0,13
ChaliBeauty,2020-05-15 13:38:55," #ฟ้าทะลายโจร  #ฆ่าโควิดได้​ #กินทันทีเมื่อมีไข้
แบบขวด​1ขวด  100 แคปซูล​ /200฿
แบบสกัด​สูตรเข้มข้น​ 1​กล่อง  50 แคปซูล​ /190฿
 #ส่งฟรี

#covid19​ #covid​ #ฟ้าทะลายโจรแคปซูล​ #ต้านหวัด​ #แก้ไข้​ #โควิด19 #หางาน #รายได้เสริม #รีวิว  #ใช้ดีบอกต่อ ",1,0,617
TIGERNEWS9,2020-05-15 13:38:37,ตราด/คณะสงฆ์จังหวัดตราด จัดตั้งโรงทานตามพระดำริของสมเด็จพระอริยวงศาคตญาณ สมเด็จพระสังฆราช สกลมหาสังฆปริณายก แจกจ่ายข้าวกล่อง ข้าวสาร น้ำดื่ม ผลไม้และอื่นๆให้กับหน่วยงานในพื้นที่อําเภอคลองใหญ่ 10 กว่าหน่วยงานนําไปแจกจ่ายให้กับประชาชนที่ได้รับผลกระทบจาก COVID – 19 …,2,0,58
dm4u_th,2020-05-15 13:37:36,"ความเคลื่อนไหวในกรุงเทพฯตั้งแต่วันที่ 1 พฤษภาคม 2020 จากสถานการณ์ Covid-19 อยู่ในวงจำกัดได้เป็นอย่างดี

#DMI #DMarketingInternational #BeeHall #Propolis #DPropolis #PropolisLiquid #MightyHealthBooster #H2S #Health2Sucess #Thailand ",0,1,2
31102551,2020-05-15 13:32:52,"สิงคโปร์ ติด Covid-19 ทะลุ 26,891 ราย
#สิงคโปร์ พยายามโปรโมทฮับด้านการแพทย์ แต่ต้องยอมรับถึงตอนนี้เป็นประเทศที่มีอัตราส่วนเสียชีวิตน้อยที่สุดในโลก!!",0,0,1838
nana_ple,2020-05-15 13:32:08,@MommySIVK เย้ๆๆ รักษาสุขภาพด้วยยน๊าา แล้วเราจะได้พบกันหลัง Covid,0,0,190
VinittornTwit,2020-05-15 13:31:18,วิกฤตขยะพลาสติก บริการเดลิเวอรี่อาหารทำปริมาณขยะพลาสติกในกรุงเทพฯ เพิ่มขึ้นกว่า 62% ,0,0,209
sinripe,2020-05-15 13:31:09,เหมือนตัวเองเปิดสวิตซ์เข้าสู่โหมด introverted แล้วค่ะ เอ้ะ หรือว่ามันเป็นผลข้างเคียงจากการไม่ได้ออกไปไหนเพื่อป้องกันการแพร่ระบาดcovid-19 เอ้ะ หรือมันจะเป็นผลจาก post-university depression ของเด็กที่จบแล้วกันนะ,0,0,58
cassiopeia_rk,2020-05-15 13:29:54,น้ำตาไหลเป็นน้ำก๊อกเลยกู ขอบคุณพวกนายเหมือนกันที่ทำให้ช่วงเวลาที่โคตรลำบากกับ covid-19 เป็นช่วงเวลาที่มีความสุขกับคั่นกูจริงๆ  #POPLIVExคั่นกู #ไบรท์วิน,3,3,276
PuddingAndPanda,2020-05-15 13:29:08,ผมเจอแฟนในช่วงที่ Covid-19ยังไม่ได้หนักถึงขั้นประกาศ พ.ร.ก. ฉุกเฉินหรือ เคอร์ฟิว 22:00-04:00 น.ผมเป็นคนชอบกินและเที่ยวเป็นนิสัยอยู่แล้ว แต่ด้วยความที่ ตอนหลังจากเรารู้จักกันได้ไม่นานก็มีประกาศออกมานี่เลยเป็นเพียงไม่กี่ร้านที่เราได้ไปนั่งทานด้วยกัน ล่าสุดชาบูเปิดละไปกินกันเน๊อะ^^ ,0,3,81
lobsterstore,2020-05-15 13:28:55,"พกพาง่ายใช้งานสะดวกได้ทุกที่
ออกจากบ้านมันต้องมี
ทิชชู่เปียกแอลกอฮอล์ 75%
ฆ่าเชื้อโรค99.9% 

พร้อมส่ง
️ขนาดพกพาห่อละ 29 บาท 
5 ห่อขึ้นไปฟรีค่าจัดส่ง 

เช็ดได้ทุกพื้นผิว
มือมือถือโต๊ะ เก้าอี้สาธารณะ
#ทิชชู่แอลกอฮอล์ #ทิชชู่เปียก #COVIDー19 #ใช้ดีบอกต่อ #Covid_19 ",0,0,4
Khuhuu,2020-05-15 13:28:31,"คู่หูนักลงทุนสัปดาห์นี้ พบกับการวิเคราะห์จาก 2 คู่หู ในประเด็น .... “ควร กลัวหรือกล้า..ลงทุนหุ้นอสังหาในภาวะ COVID-19?""

ลูกค้า KS สามารถดูรายการได้ทันที ! ทาง K-Cyber Trade  เลือกเมนู KS Research 

⛳️นักลงทุนพบกับรายการบน Facebook และ YouTube เสาร์ที่ 16 พ.ค.63 เวลา 19.30 น. ",5,6,14382
spnutrt,2020-05-15 13:23:08,Nonsense ป่ะ อเมอริกายังไม่ถูกบรรจุในเขตติดต่อ COVID-19 เลย จะปลดจีน เกาหลี ออกก็ขำ ๆ เถอะ ,0,0,158
CrazyAMbrosia,2020-05-15 13:21:20,พ่อดูข่าวเยอะ เห็นคนจากภก. กลับบ้านเชียงใหม่ละปากดว่าเป็น #covid_19 เลยโทรมาบอกว่า “เลื่อนก่อนนะ ที่จะกลับก.ค.นี้น่ะ โรคห่านี่ อาการไม่ออก บ้าบอไรไม่รู้” อืม...พ่อเป็นห่วงเราแหละ เนอะ... ไม่ได้กลัวเราจะติดแล้วไม่รู้ตัว ละไปแพร่เชื้อร้อกกกก  #วันละขำกับครอบครัว #พ่อรักแหละดูออก,0,0,134
more_tellme,2020-05-15 13:15:51,ลองให้ญาติ พ่อ แม่ พี่น้อง คุณมึง ติด covid ก่อนนะ ,1,0,77
Ruamduay,2020-05-15 13:15:16,"17 พ.ค. 63 ปรับเวลาเคอร์ฟิว 5 ทุ่ม - ตี 4 เปิดห้างเวลา 10.00 - 20.00 น. “ ห้างสรรพสินค้า “ เปิดเพิ่ม และ ปิดต่อ อะไรบ้าง 
**Cr.เพจศูนย์ข้อมูล COVID-19  ",2,5,11047
jeab_kan13,2020-05-15 13:09:23,กราบเรียนหัวหน้าที่เคารพรักยิ่ง @jaijaisave ถ้าเสร็จภาระกิจ COVID-19 ขอลาพักผ่อนล่วงหน้า3วันนะคะ (+/- เวลาขับรถหลงทางใน กทม .) จะไปตามหา @bbrightvc  please  ถ้าได้ถ่ายรูปแล้วจะกลับมาปฏิบัติราชการตามปกติค่ะ #bbrightvc ,0,3,27
JobsDBTH,2020-05-15 13:08:50,"กิจกรรมสำหรับเดือนนี้เพียงบอกให้เราทราบเกี่ยวกับ ""สภาวะการทำงานของคุณช่วงโควิด-19"" ที่ จำกัด 200 ท่านแรก รับทันทีบัตรกำนัลเซ็นทรัลมูลค่า 200 บาท
#TogetherAhead COVID-19 เราจะสู้ไปด้วยกัน
#COVID19 #jobsDB #Survey #งาน #หางาน #สมัครงาน ",0,2,9891
BtsMinhwa,2020-05-15 13:06:09,"@Ninew66966874 น่าจะใช่นะคะ ถ้าไม่มั่นใจ ลองเข้าเว็บนี้ค่ะ เป็นเว็บสำหรับคอร์สที่ได้ใบเซอร์ฟรี ลองเลื่อนๆหาคอร์ส Chinese for beginner ถ้าขึ้นว่าสมัครแล้วก็น่าจะคอร์สเดียวกันค่ะ
",0,2,621
TichilaThaipbs,2020-05-15 13:05:37,"20.00น.15พ.ค.63 ติดเชื้อCOVID-19ในภาคใต้ 726คน (รักษาหายกลับบ้าน621)เสียชีวิต 10คน เเบ่งเป็น
ภูเก็ต224คน 
ยะลา133คน
ปัตตานี91คน
สงขลา128คน
สุราษฎร์ฯ18คน
นราธิวาส38คน
กระบี่20คน
สตูล18คน
นครศรีฯ12คน            
พัทลุง14คน
ตรัง7คน 
ชุมพร21คน
พังงา 2 คน @ThaiPBS @ThaiPBSNews ",19,11,13984
studio2702,2020-05-15 13:02:20,‘#ทรัมป์’ ระบุพร้อมตัดความสัมพันธ์กับจีน หลังวิกฤต COVID-19 ทำให้เขาผิดหวังและไม่อยากพูดคุยกับประธานาธิบดีจีน ‘#สีจิ้นผิง’ ... ,0,0,7054
maymarchx,2020-05-15 13:00:11,"น้องคนนี้จะขายที่เฟ่ในราคา ₩8,000
〰️ซึ่งโรงงานที่ผลิตน้องก่อนหน้านี้เป็นโรงงานจีน ช่วงนี้ติด covid-19 คุณมาสก็เลยสั่งผลิตในเกาหลี ทำให้ต้นทุนสูงขึ้น ราคาขายสูงขึ้น
〰️พวงกุญแจกับริบบิ้นแยกมา ให้เราแปะเอง (แก้มน้องก็ต้องปัดให้น้องเอง)
〰️จะเปิดขายในเฟ่ก่อน ถึงจะมีรอบไปรทีหลัง ",8,0,514
themangozero,2020-05-15 13:00:01,":: [Covid-19 Phenomena] 10 New Normal ⚽️ในมุมกีฬาและความบันเทิง หลังผ่านพ้นวิกฤตโควิดระบาด ::
.
อ่านต่อ : #COVID19 #โควิด19 ",6,6,18190
the101_world,2020-05-15 13:00:01,"podcast “จีนในสมรภูมิ COVID-19”  วาสนา วงศ์สุรวัฒน์

สำรวจความท้าทายที่ประเทศมหาอำนาจต้องเจอ ทั้งบทเรียนการรับมือโควิด สังคม การเมือง และเศรษฐกิจของจีนที่เปลี่ยนไป การประท้วงในฮ่องกง ไปจนถึงความสัมพันธ์ระหว่างประเทศ จีน-อเมริกา และศึกทวิตภพ #พันธมิตรชานม

",11,7,19291
meilycosmetics2,2020-05-15 12:59:48,แผ่นแอลกอฮอลล์3M100ซอง250฿ยกกล่อง350฿ส่งฟรี #เจลล้างมือ #เจลล้างมือพกพา #เจลล้างมือแอลกอฮอล์ #เจลแอลกอฮอล์ #หน้ากากอนามัย #หน้ากากอนามัยพร้อมส่ง #หน้ากากอนามัยราคาถูก #โควิด19 #โคโรนาไวรัส #Covid_19 #อภิปรายไม่ไว้วางใจ #สกินแคร์รักษาสิว #ของดีต้องบอกต่อ #ของมันต้องมี ,0,0,17
ForeverBX0305,2020-05-15 12:58:08,มิตรภาพ #MixNine  ฮงจุงลีดเดอร์วง #ATEEZ ทำแคมเปญให้กำลังทีมแพทย์ที่ทำงานช่วง COVID-19 แท็ก #BX  #CIX และ #ONF ด้วยอุแงงงงง ,24,11,669
ImmO_3Zen,2020-05-15 12:54:25,"ช่วงนี้เล่นอะไรไม่ค่อยได้จริงๆ
เพราะอยู่ในช่วง ทาส 24/7/365 
ส่วนนาย ก็คือ งาน งาน งาน

Covid ได้เปลี่ยน Work Life Balance เป็น
“Work ไร้ Balance” 



Gas mask and modify by @forfunbangkok 
Thanks @Rubberforfun ",1,42,6656
jittaworld,2020-05-15 12:50:03,"ท่ามกลางบรรยากาศการลงทุนอันไร้ทิศทางและวิกฤตที่ยังคุกรุ่น...

ไม่น่าแปลกหากนักลงทุนหลายคนจะวิตกกังวลจนตัดสินใจผิดพลาด
ขายหมูครั้งยิ่งใหญ่ ทิ้งหุ้นดีในมือไปอย่างน่าเสียดาย

แล้ว 9 นักลงทุนชั้นนำทั่วโลก
มีกลยุทธ์รับมือกับ Covid-19 อย่างไร

คลิกอ่านที่นี่
",0,0,612
_toryor,2020-05-15 12:49:48,"ทำใจไว้แล้วว่า COVID-19 คงจะต้องอยู่กับเราไปเรื่อยๆ รอแค่หาทางรับมือและอยู่ร่วมกับไวรัสให้ได้ ลองมาคิดๆดูขนาด HIV ยังอยู่กับเรามาตลอดและในอนาคตข้างหน้าเราก็คงจะต้องเผชิญกับไวรัสตัวใหม่ไปอีกเรื่อยๆ
#โควิค19 #เคอร์ฟิว",0,0,102
PWongpradid,2020-05-15 12:46:26,"คือตอนบว.พูดอำลา นี่น้ำตาจะไหลจริงๆอะ
แง เปนเศร้า แต่สัญญาว่าจะติดตามน้องทั้งสองคนต่อนะ
แล้วหลังCOVID-19 ถ้าว่างเว้นจากงานวอร์ดแล้ว
จะตามไปกรี้ดทุกเวทีเล้ยย 
#คั่นกูตอนจบ #brightwin #2getherTheSeries ",3,2,14
TianSongtang,2020-05-15 12:45:53,ประเทศไทยหลังยุค COVID-19 ,0,0,56
jay39_kim,2020-05-15 12:43:09,ไม่อยากให้จบ ภูมิใจกับนักแสดงทุกคนขอบคุณซีรีย์เรื่องนี้ที่ทำให้มีความสุขในช่วงcovid,0,0,17
maybkkayudh,2020-05-15 12:40:21,"โลกาภิวัฒน์อาจไม่อาจคงอยู่ได้ต่อไป หลังจาก COVID-19  
",0,0,32
chatchamon,2020-05-15 12:36:24,"คิดยังไงกับการลดเงินเดือน ในสถานการณ์ Covid-19
สาธุ ยังได้เงินเดือนครบ คือประเสริฐสุดแล้ว #COVID19",0,0,1690
MyMoMmArVeL,2020-05-15 12:36:09,ขอเก็บไว้เตือนความทรงจำ .... COVID 19 เราต้องรอด #พยาบาลชุดขาว ,1,111,8962
FanpageHiter,2020-05-15 12:35:20,"วันนี้ #เจ้าไฮเตอร์ และเพื่อนๆ สมาชิก nko ได้มีโอกาส นำเงินจากการ ขายหน้ากากผ้า Kamimura X NKO จำนวน 30,700 บาท  และนำหน้ากากผ้าจำนวน 100 ชิ้น มอบให้กับ สถาบันบำรุงราศนราดูร เพื่อต่อสู้ virus Covid-19 

#สู้ไปด้วยกัน 
#covid19 
#nko #nkoth ",8,14,76
rtetokyo,2020-05-15 12:33:01,"สถานการณ์การแพร่ระบาดของเชื้อ COVID-19 ในประเทศญี่ปุ่น ประจำวันที่ 15 พฤษภาคม 2563

 ผู้ติดเชื้อในญี่ปุ่น 16,203 คน (เพิ่มขึ้น 83 คนจากวันก่อนหน้า) / เสียชีวิต 713 คน (เพิ่มขึ้น 16 คนจากวันก่อนหน้า

รายละเอียดเพิ่มเติม  ",25,5,21401
aonaha,2020-05-15 12:31:55,Lavrov: รัสเซียไม่มีวันปิดบังความจริงเกี่ยวกับ COVID-19 #forex #russia #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 ,0,0,919
TKpark_TH,2020-05-15 12:30:13,"ข่าวดี!!!
เจอกันที่ TK Alive
18 พ.ค. นี้ เป็นต้นไป
เปิดบริการตั้งแต่เวลา 11.00 - 19.00 น
พบกันที่ชั้น 6 CentralwOlrd 

อย่าลืมช่วยกันรักษาระยะห่างระหว่างกันเพื่อป้องกันการแพร่กระจายเชื้อ Covid-19 นะครับ
#TKAlive #TKPark #NowOpen #CentralwOrld ",0,2,8575
lic_swuic,2020-05-15 12:27:14,"มศว นำโดยท่านอธิการบดีให้การช่วยเหลือนิสิต ในช่วงการแพร่ระบาดของ COVID-19 โดยมีมาตรการเยียวยาด้านการเงิน ด้านหอพัก และด้านการจัดตั้งกองทุนการศึกษาและเยียวยานิสิต 

รายละเอียดเพิ่มเติมจะมีประกาศเร็ว ๆ นี้ค่ะ ",1,2,275
sweetbulletsz,2020-05-15 12:24:17,เมื่อไหร่ covid-19 จะหายย อยากโดนทรมานแล้ว ,0,7,1140
Pear32351882,2020-05-15 12:23:23,"#ไซด์ไลน์นครสวรรค์ 
#รับงานนครสวรรค์
#หาคู่นอนนครสวรรค์
สนใจแอดไล 🆔amy678910

รับงานตัวเมืองนครสวรรค์
หญิงแท้100%ตรงปกบริการดี
1500/1ชม./1น้ำ(ไม่รวมห้อง)​
จ่ายเงินหน้างาน(เงินสด,โอน)
บริการรับส่งถึงที่พัก
️04.00-22.00น.save covid-19มีน้องมาใหม่ค่ะ ",0,2,35
VAJIRA_HOSPITAL,2020-05-15 12:19:48,"ส่งมอบถุงยังชีพ ""รักษ์ชุมชน"" จำนวน 1,200 ถุง เพื่อมอบให้กับผู้ได้รับผลกระทบจากสถานการณ์ COVID -19 ในชุมชนรอบ ๆ วชิรพยาบาล 11 ชุมชน

#vajira
#วชิรพยาบาล
#พร้อมสู้โควิดไปด้วยกัน ",0,1,165
BankSongsak,2020-05-15 12:17:59,@yuii_s ขอบคุณมากๆยุ้ย ช่วงนี้covid อาจจะน้อยหน่อย,0,0,4376
numnum86520329,2020-05-15 12:16:45,บขส. เปิดเดินรถอีกครั้ง 18 พ.ค. นี้ มีเส้นทางไหนบ้าง เช็กเลย ,0,1,196
numnum86520329,2020-05-15 12:16:10,มาตรการผ่อนปรน ระยะ 2 เคอร์ฟิว 5 ทุ่ม - คลายล็อกอะไรบ้าง ดูรายละเอียดเลย ,0,1,196
Nct_Fair,2020-05-15 12:15:54,"‼️ ประกาศเลื่อนวันจัดงาน ‼️

เนื่องจากสถานการณ์ COVID-19 ทางงานจึงขอประกาศเลื่อนงาน #NCTFAIRSS3 เป็นวันที่ 11 กรกฎาคม 2563 เพื่อความปลอดภัยและสุขภาพของผู้ร่วมงานทุกๆท่านค่ะ

ขออภัยในความไม่สะดวกด้วยนะคะ
ทีมงาน NCT FAIR SS3 ",134,44,7838
Ball_Gratitude,2020-05-15 12:14:49,"วันนี้!! เด็กๆ #NKO ได้มีโอกาส นำเงินจากการ ขายหน้ากากผ้า Kamimura X NKO จำนวน 30,700 บาท  และนำหน้ากากผ้า 100 ชิ้น มอบให้กับ สถาบันบำรุงราศนราดูร เพื่อต่อสู้ Covid 19 #ขอขอบคุณลูกค้าทุกคนที่ร่วมกันทำบุญครั้งนี้ด้วยครับ พวกเรา NKO ขอสัญญาว่าจะเป็น Idol ที่ดีในทุกๆด้าน ",0,1,117
khaopathumthani,2020-05-15 12:08:26,"วัดโบสถ์ ปทุมธานี. สมเด็จพระธีรญาณมุนี แจกถุงยังชีพ ผู้ได้รับผลกระทบ COVID-19
",0,0,2122
